-1.705424153097684012e-02,1.230497946101280771e-01,9.836344364717754599e-03
-2.965631525495545512e-02,8.147253359266365402e-02,1.931011980929746991e-02
-5.890568851319635119e-02,7.200264351211392577e-02,1.801289304523148380e-02
4.002449654721199762e-02,5.407185533077925321e-02,2.477856513091004215e-02
3.234017719552445894e-03,8.667763344798690150e-02,-4.535608702375193424e-02
-5.890092033312841618e-02,1.344903349607054210e-01,4.190597718668498395e-02
7.844060126730902083e-02,-2.645978979868885556e-02,-9.246193455954639095e-02
5.159639456673108249e-02,-3.527479750227246330e-02,-9.080755426563927313e-02
-6.774569828416621142e-02,4.598509398871204051e-02,-1.432072286218828705e-02
5.769878778729171237e-02,7.531414208746516070e-02,3.472431407275063109e-02
3.533210451711827488e-02,1.257566849696399869e-01,-7.846939634300394151e-02
-9.677088107760387081e-02,9.887203685089947236e-02,8.124061901867145330e-02
-7.510311107881730008e-02,2.582029961304458873e-02,-1.192143336201430398e-01
-1.118730165003830185e-01,3.595695461319948355e-02,-1.219201504497120364e-01
-4.981751967061103653e-02,-2.323512912288563936e-02,-7.820963845199457865e-02
-2.541323348767378105e-03,-7.144004747839477476e-02,-3.125895192896210179e-02
-1.025627492579812006e-01,3.145823953744655149e-02,8.034701988909513648e-02
5.435421048715587122e-02,-2.080469028469879300e-02,1.635852076070953495e-02
5.834126470772361267e-02,-1.849167937826322328e-02,3.509753417612577336e-02
-6.881940928025323534e-02,1.290434346155144019e-01,2.197170896584305783e-02
-8.284923533020681352e-02,6.601769094204258670e-02,3.036450267489046451e-02
-3.155010015130743639e-02,3.475471617418506715e-02,4.410347888557377555e-02
-4.131798884729238203e-02,8.277115301552384619e-02,7.266056375586933680e-02
-9.691332239987175690e-02,2.343973617676780447e-02,-2.271339571245712535e-02
2.816958430946520445e-02,9.087821771922327541e-03,-7.371243868410873312e-02
-2.416039727000438009e-02,7.500838829859891865e-02,-4.225165481082654960e-03
1.415866949032643651e-01,2.899334404072126826e-03,3.598685693021116266e-02
2.616008127371212411e-02,1.303171882810446880e-01,-5.636742727511468744e-03
4.321820507568954056e-02,-8.252374034762000390e-03,-1.391915403711495580e-01
-2.520926477659150497e-02,4.502330616309453692e-03,6.642499910940019570e-02
6.674325711977313960e-03,6.248401675589558557e-02,4.092255216678156171e-02
-9.082765147576574161e-02,1.421825263004484509e-02,4.270115469482815146e-02
-3.265935744870320651e-02,-1.109157245037487201e-02,6.375916318598176535e-02
-8.053303598255606710e-02,-6.098201328608972294e-02,1.161340143087357529e-01
