x,y,z
3.734211444854736328e+00,-3.939334106445312500e+01,1.374911880493164062e+01
1.195268440246582031e+01,1.996592903137207031e+01,-2.804036712646484375e+01
2.183322191238403320e+00,2.117542839050292969e+01,1.164014720916748047e+01
-3.572422027587890625e+01,2.258483123779296875e+01,-1.900853157043457031e+01
-2.152771377563476562e+01,2.207381629943847656e+01,2.474110412597656250e+01
1.219346809387207031e+01,2.101112556457519531e+01,-2.620950889587402344e+01
-3.135137176513671875e+01,7.776780605316162109e+00,-2.671862220764160156e+01
3.759900665283203125e+01,3.083165407180786133e+00,-4.669311523437500000e+00
3.210521459579467773e+00,-3.154544353485107422e+00,2.767726135253906250e+01
7.460080146789550781e+00,1.226312637329101562e+01,-3.831535720825195312e+01
-4.604092597961425781e+00,3.975341415405273438e+01,5.681396126747131348e-01
-2.626669406890869141e+00,3.093622016906738281e+01,5.355601310729980469e+00
-7.298531532287597656e+00,1.093171596527099609e+01,-6.781485557556152344e+00
-1.444009494781494141e+01,2.082535934448242188e+01,-2.371351432800292969e+01
-6.360490322113037109e+00,1.076306438446044922e+01,-4.482619762420654297e+00
-6.938588142395019531e+00,1.075616073608398438e+01,-5.581481933593750000e+00
3.604693603515625000e+01,2.612550973892211914e+00,-8.770357131958007812e+00
8.743508338928222656e+00,2.481177520751953125e+01,-1.293708801269531250e+01
3.674344253540039062e+01,4.618379116058349609e+00,-7.878304481506347656e+00
3.601568222045898438e+01,4.853526115417480469e+00,-8.129657745361328125e+00
1.008305740356445312e+01,7.759934902191162109e+00,1.206927180290222168e+00
2.738879680633544922e+00,-3.197906970977783203e+00,2.704158782958984375e+01
-4.230254745483398438e+01,4.732707023620605469e+00,3.798498630523681641e+00
3.420254898071289062e+01,8.638763427734375000e+00,-4.323603153228759766e+00
-1.154659366607666016e+01,5.245191574096679688e+01,7.412160396575927734e+00
3.615305328369140625e+01,2.643074607849121094e+01,-1.630987167358398438e+01
3.483144378662109375e+01,2.767445802688598633e+00,-6.106606960296630859e+00
3.508562469482421875e+01,2.692264080047607422e+00,-7.128929138183593750e+00
-1.241333293914794922e+01,4.129100799560546875e+01,-5.059452056884765625e+00
-8.336838722229003906e+00,3.463543701171875000e+01,-2.420815277099609375e+01
2.693113517761230469e+01,-2.902782058715820312e+01,1.019668102264404297e+01
-1.299678039550781250e+01,8.353978157043457031e+00,-3.706863784790039062e+01
-8.656844139099121094e+00,4.134798049926757812e+01,-5.861752510070800781e+00
-1.143502521514892578e+01,2.943080902099609375e+01,-3.159244346618652344e+01
-1.103606224060058594e+01,2.961781692504882812e+01,-3.224643707275390625e+01
-1.088580417633056641e+01,4.247265243530273438e+01,-6.150435924530029297e+00
-8.364860534667968750e+00,4.330775833129882812e+01,-4.802223205566406250e+00
-9.687257766723632812e+00,4.289358901977539062e+01,-4.163643360137939453e+00
-9.740243911743164062e+00,4.176041793823242188e+01,-4.440417289733886719e+00
-8.380044937133789062e+00,4.062116241455078125e+01,-6.947156906127929688e+00
6.768554687500000000e+00,2.042300796508789062e+01,-2.184699058532714844e+01
-1.571999168395996094e+01,2.247009515762329102e+00,-2.673726654052734375e+01
-1.147465324401855469e+01,1.775627708435058594e+01,-3.722086334228515625e+01
-1.417775917053222656e+01,4.800016021728515625e+01,1.559402656555175781e+01
3.604372024536132812e+01,6.195322990417480469e+00,-5.603080749511718750e+00
3.503949737548828125e+01,4.076514244079589844e+00,-5.225674152374267578e+00
6.584469318389892578e+00,2.144887542724609375e+01,2.069503784179687500e+01
2.054166221618652344e+01,2.115004730224609375e+01,-2.109827232360839844e+01
-7.914732456207275391e+00,1.319425678253173828e+01,-3.421958923339843750e+01
-2.475286102294921875e+01,1.675591659545898438e+01,4.598922729492187500e+00
8.836176872253417969e+00,2.257842636108398438e+01,-1.074796867370605469e+01
1.537958717346191406e+01,1.671008872985839844e+01,-2.523726272583007812e+01
3.831540679931640625e+01,1.835659980773925781e+01,-1.269480228424072266e+01
-1.672028160095214844e+01,6.801187992095947266e+00,-3.562032318115234375e+01
-3.575540924072265625e+01,2.166736030578613281e+01,-1.887104415893554688e+01
-1.692848205566406250e+01,2.083765411376953125e+01,-2.051512145996093750e+01
9.755671501159667969e+00,1.951140594482421875e+01,-2.804168319702148438e+01
2.439258956909179688e+01,-3.983875656127929688e+01,1.366194248199462891e+01
2.327900695800781250e+01,4.594455242156982422e+00,-1.921517562866210938e+01
7.304914951324462891e+00,-4.732048034667968750e+00,2.125881195068359375e+01
7.456221580505371094e+00,2.355075454711914062e+01,-1.446097183227539062e+01
2.086528062820434570e+00,-1.746233367919921875e+01,1.387310123443603516e+01
3.559921646118164062e+01,3.695080518722534180e+00,-1.984570503234863281e+01
-3.156713867187500000e+01,2.023382186889648438e+01,-2.424946975708007812e+01
-2.976514434814453125e+01,4.174876403808593750e+01,-2.443511009216308594e+00
1.100237083435058594e+01,-9.100639343261718750e+00,-2.945644187927246094e+01
-1.829283905029296875e+01,2.654167747497558594e+01,1.201798081398010254e+00
4.618499374389648438e+01,-1.275816631317138672e+01,-1.455750560760498047e+01
9.404390335083007812e+00,3.609186172485351562e+01,6.080719947814941406e+00
2.365602493286132812e+00,-7.876467704772949219e+00,1.107444095611572266e+01
1.658058166503906250e+01,1.098980522155761719e+01,-1.177018928527832031e+01
3.323034286499023438e+01,7.001365661621093750e+00,-2.400418472290039062e+01
-3.037386322021484375e+01,2.587132644653320312e+01,-5.568261146545410156e+00
9.686285018920898438e+00,2.143725395202636719e+01,-2.522160339355468750e+01
1.866985130310058594e+01,2.193404388427734375e+01,-2.093426704406738281e+01
3.669981002807617188e+01,8.794881820678710938e+00,-1.459601306915283203e+01
2.054620170593261719e+01,1.969643974304199219e+01,-3.561794281005859375e+01
3.536214828491210938e+01,1.272832489013671875e+01,1.562242317199707031e+01
-1.781691169738769531e+01,2.324158287048339844e+01,-2.499745368957519531e+01
2.239026451110839844e+01,2.941020393371582031e+01,2.050816154479980469e+01
3.308272171020507812e+01,3.378991699218750000e+01,-1.793437719345092773e+00
1.263566589355468750e+01,2.807144165039062500e+01,-6.773148059844970703e+00
3.581565475463867188e+01,1.211343765258789062e+01,1.510767459869384766e+01
1.718347930908203125e+01,2.252731513977050781e+01,-1.966270828247070312e+01
1.707348823547363281e+01,2.182522773742675781e+01,-2.028484535217285156e+01
1.731749916076660156e+01,2.104288101196289062e+01,-1.852462768554687500e+01
1.724789428710937500e+01,1.978805351257324219e+01,-1.901745033264160156e+01
1.310301017761230469e+01,2.149488258361816406e+01,-2.486165428161621094e+01
1.918175125122070312e+01,2.264104270935058594e+01,-1.817410659790039062e+01
3.042646789550781250e+01,1.388090133666992188e+01,4.242714881896972656e+00
3.998586273193359375e+01,1.054336452484130859e+01,-1.610627937316894531e+01
-5.165602207183837891e+00,1.237263679504394531e+01,2.713977622985839844e+01
-2.992820549011230469e+01,3.554273986816406250e+01,-1.541261672973632812e+01
-2.361613655090332031e+01,2.777410507202148438e+01,-3.337849044799804688e+01
1.041253376007080078e+01,-1.631488800048828125e+01,-9.740620613098144531e+00
-4.571882247924804688e+01,2.858409166336059570e+00,-2.373563957214355469e+01
-1.327143859863281250e+01,2.777717399597167969e+01,-4.061833190917968750e+01
4.608660888671875000e+01,-1.392922210693359375e+01,1.803422927856445312e+01
9.064139366149902344e+00,2.395609092712402344e+01,2.905140113830566406e+01
8.513928055763244629e-01,3.338940811157226562e+01,-3.396217346191406250e+01
2.738581275939941406e+01,9.575336456298828125e+00,-4.318340682983398438e+01
2.398558425903320312e+01,2.036147499084472656e+01,-1.145792770385742188e+01
2.734937286376953125e+01,8.399326324462890625e+00,-4.279402160644531250e+01
2.403469276428222656e+01,1.961631202697753906e+01,-1.170350742340087891e+01
1.744755172729492188e+01,2.281428718566894531e+01,-4.758013725280761719e+00
-1.241057682037353516e+01,3.096800613403320312e+01,-8.352533340454101562e+00
6.477144718170166016e+00,2.688677406311035156e+01,-2.982427978515625000e+01
-3.206753921508789062e+01,1.524048137664794922e+01,-2.107557487487792969e+01
-3.129129791259765625e+01,1.554787445068359375e+01,-2.140675544738769531e+01
4.383707427978515625e+01,-2.155698204040527344e+01,-1.174099445343017578e+01
2.518601226806640625e+01,-3.919003307819366455e-01,-2.322731208801269531e+01
3.425491333007812500e+01,9.932599067687988281e+00,-2.633039283752441406e+01
3.068156623840332031e+01,-2.679365348815917969e+01,7.650207042694091797e+00
1.525413131713867188e+01,1.883181190490722656e+01,2.082074737548828125e+01
1.414525032043457031e+01,1.306061744689941406e+01,-1.141699314117431641e+01
-1.180153942108154297e+01,9.533929824829101562e-01,-8.276198387145996094e+00
2.446065139770507812e+01,-2.969199943542480469e+01,-2.082979011535644531e+01
2.394090080261230469e+01,-3.023300170898437500e+01,-2.099059295654296875e+01
1.348336601257324219e+01,1.871107292175292969e+01,3.690536880493164062e+01
2.353448104858398438e+01,4.064523315429687500e+01,3.245864391326904297e+00
1.094360065460205078e+01,-6.676887035369873047e+00,1.134612751007080078e+01
3.828339385986328125e+01,-1.264752960205078125e+01,-6.052465438842773438e+00
-2.849542427062988281e+01,2.299744224548339844e+01,3.606309509277343750e+01
-2.137897872924804688e+01,-8.066280364990234375e+00,-4.936747360229492188e+01
-2.158577919006347656e+01,-2.980989074707031250e+01,1.013178253173828125e+01
-2.984013366699218750e+01,-3.498577499389648438e+01,-5.500353336334228516e+00
1.283596801757812500e+01,-3.212694549560546875e+01,-2.237428855895996094e+01
8.631968498229980469e+00,-4.239488601684570312e+00,2.558647155761718750e+00
-3.627169799804687500e+01,-1.500145626068115234e+01,-7.248971939086914062e+00
-3.851187515258789062e+01,1.854161071777343750e+01,-1.869176101684570312e+01
-2.946133613586425781e+01,1.693646430969238281e+01,-2.360781478881835938e+01
-3.524033737182617188e+01,-1.531860256195068359e+01,-5.751632690429687500e+00
-1.181116867065429688e+01,3.493082523345947266e+00,-2.007916259765625000e+01
1.185661888122558594e+01,-1.703775787353515625e+01,-9.958955764770507812e+00
-7.754747867584228516e+00,4.181587982177734375e+01,2.916256189346313477e+00
4.152725219726562500e+00,-2.361337280273437500e+01,2.935017395019531250e+01
4.124058246612548828e+00,-2.362195587158203125e+01,3.011478805541992188e+01
1.368501782417297363e+00,5.485141277313232422e+00,2.342982673645019531e+01
1.094701647758483887e+00,6.199810981750488281e+00,2.366877365112304688e+01
-1.173238372802734375e+01,-2.308544921875000000e+01,-6.458870887756347656e+00
1.197228336334228516e+01,4.109793090820312500e+01,1.587453174591064453e+01
1.971444511413574219e+01,2.641658782958984375e+01,-3.122564125061035156e+01
1.656166076660156250e+01,2.266287803649902344e+01,-3.225431442260742188e+01
-8.371643066406250000e+00,3.079782247543334961e+00,-3.827798843383789062e+01
-3.615479660034179688e+01,-1.149022817611694336e+00,2.241281318664550781e+01
8.833162307739257812e+00,-3.473487854003906250e+01,-2.634992980957031250e+01
1.815398216247558594e+01,3.832719802856445312e+01,-1.279595851898193359e+01
1.814109611511230469e+01,3.689842605590820312e+01,-1.359788703918457031e+01
1.115208148956298828e+01,2.246128082275390625e+01,5.094388961791992188e+00
-3.023326301574707031e+01,2.801043033599853516e+00,1.891324400901794434e+00
1.093963623046875000e+01,3.698639297485351562e+01,-3.018628358840942383e+00
1.212028598785400391e+01,-2.715711212158203125e+01,-2.327207946777343750e+01
-3.281719589233398438e+01,1.262169265747070312e+01,-1.414273262023925781e+01
1.345155048370361328e+01,2.368671798706054688e+01,-2.033965110778808594e+01
2.451039791107177734e+00,2.502187728881835938e+01,-2.174643135070800781e+01
-6.991676330566406250e+00,1.488731098175048828e+01,-2.256853294372558594e+01
1.107884788513183594e+01,2.557992744445800781e+01,-2.096123504638671875e+01
3.008655548095703125e+01,4.003968048095703125e+01,-6.649128913879394531e+00
-1.488093376159667969e+00,-2.063183307647705078e+00,-2.384948348999023438e+01
3.048620605468750000e+01,4.009240722656250000e+01,-1.030475807189941406e+01
3.090562629699707031e+01,4.112234878540039062e+01,-1.123305988311767578e+01
2.908325195312500000e+01,4.009851455688476562e+01,-9.069264411926269531e+00
3.914595031738281250e+01,1.139611053466796875e+01,6.784218788146972656e+00
6.994088172912597656e+00,1.513744473457336426e+00,-3.862218475341796875e+01
-1.571904182434082031e+00,-1.518801212310791016e+00,-2.441618156433105469e+01
-5.504435729980468750e+01,1.150477528572082520e+00,7.184519290924072266e+00
-2.208061408996582031e+01,2.173627853393554688e+01,-1.608518600463867188e+01
2.352213621139526367e+00,2.839857482910156250e+01,-4.135862827301025391e+00
3.126594543457031250e+00,2.810168266296386719e+01,-4.075418949127197266e+00
-2.719986343383789062e+01,2.172388076782226562e+01,-1.146661186218261719e+01
-2.790411186218261719e+01,2.285418701171875000e+01,-1.036603450775146484e+01
2.311946296691894531e+01,2.333071136474609375e+01,-2.948728370666503906e+01
5.873968124389648438e+00,2.530885314941406250e+01,-4.870668029785156250e+01
1.067158889770507812e+01,-3.264425277709960938e+01,1.412975978851318359e+01
-4.831410217285156250e+01,-3.389561653137207031e+00,-1.013865947723388672e+01
-3.089016723632812500e+01,1.227871513366699219e+01,-2.156142616271972656e+01
2.598108768463134766e+00,-2.284209060668945312e+01,2.979823303222656250e+01
-3.005867385864257812e+01,-1.974375534057617188e+01,1.496847820281982422e+01
-2.203466796875000000e+01,4.062550354003906250e+01,-2.845581436157226562e+01
-3.453530502319335938e+01,2.892520141601562500e+01,-1.225478172302246094e+01
-2.166307067871093750e+01,4.119990921020507812e+01,-2.828060150146484375e+01
2.142072296142578125e+01,3.055584716796875000e+01,3.103383827209472656e+01
2.149131011962890625e+01,3.125012016296386719e+01,3.133131027221679688e+01
8.334391593933105469e+00,-7.776005744934082031e+00,-1.926459693908691406e+01
3.408790349960327148e+00,2.445948982238769531e+01,-2.377876091003417969e+01
1.592777538299560547e+01,2.514754676818847656e+01,-2.262071228027343750e+01
-2.442789268493652344e+01,1.990203857421875000e+01,-1.212899303436279297e+01
1.756904983520507812e+01,3.517066192626953125e+01,-1.264091491699218750e+01
1.927165222167968750e+01,-1.174807071685791016e+01,-2.126864433288574219e+01
-3.024633026123046875e+01,-4.557844161987304688e+00,-3.449046325683593750e+01
-5.093146324157714844e+00,-4.758901119232177734e+00,4.718265151977539062e+01
-2.429406547546386719e+01,8.045191764831542969e+00,-1.756674385070800781e+01
1.216743087768554688e+01,4.685429000854492188e+01,-6.663845062255859375e+00
-3.685353088378906250e+01,1.799818420410156250e+01,-2.027828979492187500e+01
1.703798866271972656e+01,2.908651351928710938e+01,6.826014995574951172e+00
1.725043106079101562e+01,2.907106781005859375e+01,7.740162372589111328e+00
-3.438336372375488281e+00,-2.492476654052734375e+01,2.158942031860351562e+01
-3.221404647827148438e+01,1.043908977508544922e+01,-2.390928840637207031e+01
-3.405927658081054688e+01,1.651203918457031250e+01,-2.086564826965332031e+01
-2.475287616252899170e-01,-1.105709373950958252e-01,8.046829223632812500e+00
-2.124353981018066406e+01,-8.266299247741699219e+00,-4.862584686279296875e+01
-3.887910461425781250e+01,-5.229753494262695312e+00,1.841916656494140625e+01
-2.065468406677246094e+01,-9.220903396606445312e+00,-4.718858337402343750e+01
-1.382401084899902344e+01,-1.131325244903564453e+01,-6.258548259735107422e+00
-2.630220174789428711e+00,1.406229972839355469e+01,-2.920248031616210938e+01
-2.331093597412109375e+01,2.695498085021972656e+01,2.354266357421875000e+01
9.100255012512207031e+00,-3.986192703247070312e+01,4.070669174194335938e+00
-2.250923156738281250e+01,1.337198543548583984e+01,-9.207498550415039062e+00
-2.245372390747070312e+01,1.227837944030761719e+01,-1.080781459808349609e+01
-3.090197181701660156e+01,-6.274492740631103516e+00,-2.817495155334472656e+01
-1.065160655975341797e+01,3.382397460937500000e+01,7.557862758636474609e+00
-3.120294570922851562e+00,-2.732356071472167969e+01,-1.251510143280029297e+01
-1.907842445373535156e+01,2.349896621704101562e+01,-2.328638458251953125e+01
-2.242010116577148438e+01,2.527909660339355469e+01,-2.133161735534667969e+01
-1.941730117797851562e+01,2.357730102539062500e+01,-2.251873588562011719e+01
-7.911078929901123047e+00,-1.145099925994873047e+01,-5.004990768432617188e+01
-2.370829820632934570e+00,1.396444797515869141e+01,6.522691249847412109e+00
-1.713393092155456543e+00,-4.802980422973632812e+00,5.100707626342773438e+01
-8.671619415283203125e+00,-3.761679077148437500e+01,-2.014734268188476562e+01
-2.989447784423828125e+01,1.352069950103759766e+01,-2.757276535034179688e+01
-1.865633201599121094e+01,-2.356649589538574219e+01,2.896209144592285156e+01
-4.078516006469726562e+01,2.273369550704956055e+00,1.575834560394287109e+01
-4.023234176635742188e+01,2.640278816223144531e+00,1.633345031738281250e+01
-1.017984580993652344e+01,3.758352279663085938e+01,-2.263249158859252930e+00
-2.565738868713378906e+01,-3.065516471862792969e+01,2.697136116027832031e+01
-4.169006347656250000e+01,2.039668798446655273e+00,1.466241645812988281e+01
-1.217280960083007812e+01,-1.254382705688476562e+01,-1.239434909820556641e+01
-1.476253128051757812e+01,4.803118896484375000e+01,1.605358886718750000e+01
-1.072252941131591797e+01,-2.502885055541992188e+01,-4.101134490966796875e+01
-1.087592887878417969e+01,-3.447359848022460938e+01,-2.504190635681152344e+01
-6.205328941345214844e+00,-1.504518890380859375e+01,-1.068349266052246094e+01
2.581084251403808594e+01,1.987954711914062500e+01,2.044350242614746094e+01
-4.589926147460937500e+01,-6.133930206298828125e+00,-1.011910319328308105e+00
2.604630279541015625e+01,1.955451774597167969e+01,2.254369735717773438e+01
2.545035934448242188e+01,2.012842750549316406e+01,2.235460090637207031e+01
2.761260223388671875e+01,1.879142761230468750e+01,2.244094085693359375e+01
2.318752050399780273e+00,3.162895965576171875e+01,2.383098602294921875e+01
1.577661228179931641e+01,2.626075935363769531e+01,-1.554228019714355469e+01
-2.170983505249023438e+01,2.741226959228515625e+01,-1.754018592834472656e+01
-1.525861978530883789e+00,-1.234873008728027344e+01,6.950765252113342285e-01
-1.018252754211425781e+01,-2.458404350280761719e+01,-4.132933044433593750e+01
-1.125493812561035156e+01,-3.360068511962890625e+01,-2.411884498596191406e+01
-3.260274505615234375e+01,8.843174934387207031e+00,-2.398204421997070312e+01
-1.696368217468261719e+01,2.138862419128417969e+01,-2.406247901916503906e+01
1.136187362670898438e+01,-1.527761268615722656e+01,2.420323789119720459e-01
-8.311635017395019531e+00,-3.783543777465820312e+01,-2.092164993286132812e+01
-2.391489219665527344e+01,-7.816632270812988281e+00,3.592433214187622070e+00
-2.715052795410156250e+01,-1.201951217651367188e+01,1.646995353698730469e+01
-2.288935852050781250e+01,2.447473716735839844e+01,-2.492967414855957031e+01
-6.935574054718017578e+00,-5.616415500640869141e+00,1.000069808959960938e+01
-3.148747253417968750e+01,1.128560447692871094e+01,-2.545258140563964844e+01
-1.338143062591552734e+01,1.846670913696289062e+01,-1.859350395202636719e+01
1.923167037963867188e+01,-1.242523002624511719e+01,-2.192840385437011719e+01
1.454482078552246094e+01,4.563345718383789062e+01,-8.449730873107910156e+00
1.561334896087646484e+01,4.629238891601562500e+01,-9.054627418518066406e+00
-2.268546676635742188e+01,-8.048993110656738281e+00,2.552915811538696289e+00
-2.866032409667968750e+01,1.941827201843261719e+01,-1.226597023010253906e+01
2.878505516052246094e+01,1.363897132873535156e+01,-2.128222846984863281e+01
-2.296738624572753906e+01,2.795280838012695312e+01,-1.689033699035644531e+01
-1.663459420204162598e+00,1.439669895172119141e+01,6.216508865356445312e+00
3.430096149444580078e+00,-2.720343971252441406e+01,-1.721005821228027344e+01
-1.678304672241210938e+01,-1.631765937805175781e+01,3.422735977172851562e+01
-3.359596633911132812e+01,2.619163322448730469e+01,-2.862056016921997070e+00
1.562806034088134766e+01,-5.267811203002929688e+01,1.269269347190856934e+00
1.439214324951171875e+01,-5.271709442138671875e+01,9.711598604917526245e-02
1.486919212341308594e+01,-5.249923706054687500e+01,-4.764355123043060303e-01
-2.332631492614746094e+01,2.165878486633300781e+01,2.266332054138183594e+01
-2.133195686340332031e+01,4.237092208862304688e+01,9.771327018737792969e+00
-2.849166297912597656e+01,1.672587776184082031e+01,-1.365843057632446289e+00
1.714013099670410156e+01,3.368416213989257812e+01,2.806258583068847656e+01
1.594931602478027344e+01,3.212002563476562500e+01,2.770911407470703125e+01
6.916159629821777344e+00,-7.613469123840332031e+00,-4.720974731445312500e+01
-1.121235370635986328e+01,3.033757400512695312e+01,3.763427972793579102e+00
-1.585741901397705078e+01,1.615088462829589844e+01,9.586309432983398438e+00
-3.318364715576171875e+01,2.727239227294921875e+01,-1.692486953735351562e+01
-3.352046966552734375e+01,2.737220191955566406e+01,-1.432774353027343750e+01
1.798411178588867188e+01,-1.026264286041259766e+01,1.300463008880615234e+01
2.580840110778808594e+01,1.996070480346679688e+01,1.875225830078125000e+01
3.448740768432617188e+01,1.901552581787109375e+01,2.778975296020507812e+01
3.365119552612304688e+01,1.903541564941406250e+01,2.917281913757324219e+01
3.445465469360351562e+01,1.762820625305175781e+01,2.882762527465820312e+01
3.401512527465820312e+01,2.043087196350097656e+01,2.867347717285156250e+01
4.665240097045898438e+01,5.024833679199218750e+00,-2.843711090087890625e+01
-1.177047252655029297e+01,-1.317650127410888672e+01,-3.372422790527343750e+01
4.213811874389648438e+01,7.689188122749328613e-01,2.134304046630859375e+00
