x,y,z
-3.045946502685546875e+01,5.040131568908691406e+00,2.175182342529296875e+01
-5.139286994934082031e+00,-8.304195404052734375e+00,-7.760204792022705078e+00
2.342207717895507812e+01,-1.429413795471191406e+01,-1.608782005310058594e+01
2.750399780273437500e+01,3.952481460571289062e+01,9.519862174987792969e+00
9.594975471496582031e+00,-3.031572532653808594e+01,1.314502143859863281e+01
1.075158309936523438e+01,-1.653498077392578125e+01,-1.821169471740722656e+01
-1.195682621002197266e+01,-1.615520858764648438e+01,1.596104907989501953e+01
-1.384328842163085938e+01,-1.122754669189453125e+01,5.463994026184082031e+00
-9.102454185485839844e-01,-5.637437820434570312e+00,3.405314254760742188e+01
-1.196322822570800781e+01,1.079963207244873047e+01,3.375305557250976562e+01
1.569124221801757812e+00,-6.756010055541992188e+00,3.180659866333007812e+01
-1.197114562988281250e+01,9.127849578857421875e+00,3.427864074707031250e+01
-5.301977992057800293e-01,-8.853501319885253906e+00,3.175628662109375000e+01
-7.311345338821411133e-01,-8.252979278564453125e+00,3.037517738342285156e+01
-9.600541114807128906e+00,-9.926943778991699219e+00,-2.714152717590332031e+01
-2.470848083496093750e+01,-4.612394332885742188e+01,-6.961819529533386230e-01
-2.473597526550292969e+01,-4.556378555297851562e+01,-1.518546581268310547e+00
-7.337404251098632812e+00,-1.434154987335205078e+01,2.392773056030273438e+01
-2.091111183166503906e+01,-3.072384595870971680e+00,2.809516906738281250e+01
-1.996941757202148438e+01,-1.941474676132202148e+00,3.814780044555664062e+01
-2.665323257446289062e+01,-4.333774566650390625e+00,3.030859565734863281e+01
-2.029235076904296875e+01,-3.064701080322265625e+00,2.848466110229492188e+01
-2.501619338989257812e+01,-7.564639091491699219e+00,2.841272544860839844e+01
-2.146088790893554688e+01,-3.948015928268432617e+00,2.996664619445800781e+01
-3.104390907287597656e+01,-7.440946578979492188e+00,2.565964317321777344e+01
2.187764358520507812e+01,-2.731480026245117188e+01,2.243757820129394531e+01
8.374592781066894531e+00,-1.730070304870605469e+01,2.157774543762207031e+01
-1.941182708740234375e+01,-3.917702138423919678e-01,3.867448043823242188e+01
1.941522598266601562e+01,5.118572235107421875e+00,3.953312683105468750e+01
-4.068545532226562500e+01,-3.487751770019531250e+01,-3.874695539474487305e+00
1.558397054672241211e+00,-2.902786254882812500e+01,4.219198989868164062e+01
-1.622988700866699219e+01,-1.262734055519104004e+00,-4.214750289916992188e+01
-2.183131599426269531e+01,-4.664855575561523438e+01,1.260701370239257812e+01
-3.944735050201416016e+00,-1.602751851081848145e+00,4.882804489135742188e+01
5.064089965820312500e+01,-7.937236785888671875e+00,9.748216629028320312e+00
-1.742083930969238281e+01,2.171592712402343750e+01,3.099246978759765625e+01
-3.307347488403320312e+01,2.011795425415039062e+01,2.648322105407714844e+01
-3.090401268005371094e+01,-3.440298557281494141e+00,2.986071777343750000e+01
-2.934924888610839844e+01,1.478276062011718750e+01,3.201900100708007812e+01
5.047092437744140625e+01,3.845863819122314453e+00,-1.468052959442138672e+01
-4.026880645751953125e+01,7.023578643798828125e+00,-2.795602560043334961e+00
2.855002880096435547e+00,-1.193325996398925781e+01,1.151562404632568359e+01
-1.852854156494140625e+01,2.219361543655395508e+00,1.905710601806640625e+01
-1.934070777893066406e+01,2.775500774383544922e+00,1.863583183288574219e+01
1.057220649719238281e+01,1.706270408630371094e+01,3.501520156860351562e+01
2.330895662307739258e+00,-2.113431739807128906e+01,2.199740600585937500e+01
4.370774269104003906e+00,-1.973541641235351562e+01,1.964121818542480469e+01
-1.901229476928710938e+01,1.930221939086914062e+01,-2.683367538452148438e+01
2.197094202041625977e+00,-2.191667747497558594e+01,1.782191658020019531e+01
-2.688417053222656250e+01,2.741475868225097656e+01,-2.741846275329589844e+01
2.255611181259155273e+00,-2.159786605834960938e+01,2.104696655273437500e+01
-1.544892501831054688e+01,-1.161990737915039062e+01,-5.311361312866210938e+00
-4.564425659179687500e+01,-4.647211074829101562e+00,-1.642921829223632812e+01
1.158072233200073242e+00,-2.063696289062500000e+01,4.515268325805664062e+01
1.199479341506958008e+00,-1.981471824645996094e+01,4.443844223022460938e+01
-3.733430147171020508e+00,-4.186896133422851562e+01,9.706718444824218750e+00
-2.607988595962524414e+00,-4.145733642578125000e+01,1.005697154998779297e+01
4.258875656127929688e+01,-1.084387207031250000e+01,2.716310119628906250e+01
8.051222801208496094e+00,-2.223159599304199219e+01,2.483210182189941406e+01
2.348948669433593750e+01,-1.105033683776855469e+01,4.052336120605468750e+01
3.523010635375976562e+01,1.040001201629638672e+01,3.299836730957031250e+01
7.035712718963623047e+00,-2.295243263244628906e+01,2.439632034301757812e+01
-1.231945228576660156e+01,-2.200917243957519531e+01,-7.817643284797668457e-01
1.675580787658691406e+01,-1.822961425781250000e+01,-1.066039943695068359e+01
-1.688488483428955078e+00,-1.012607479095458984e+01,9.280400276184082031e+00
-3.648835754394531250e+01,1.377129173278808594e+01,3.109605026245117188e+01
1.393167018890380859e+01,-7.142956256866455078e+00,8.611930847167968750e+00
-3.132514381408691406e+01,-1.375128269195556641e+01,-1.311805343627929688e+01
2.290646743774414062e+01,2.747546195983886719e+01,6.698951721191406250e+00
-1.625771522521972656e+01,-1.366336250305175781e+01,-1.153227424621582031e+01
2.418850326538085938e+01,2.418269538879394531e+01,2.698772239685058594e+01
2.258765220642089844e+01,2.490512847900390625e+01,2.692339324951171875e+01
2.117333221435546875e+01,2.460378074645996094e+01,2.666021347045898438e+01
-3.675203323364257812e+01,8.129055023193359375e+00,-2.711070823669433594e+01
1.818268966674804688e+01,1.065395355224609375e+01,5.328953266143798828e+00
-4.232693672180175781e+00,-1.498678112030029297e+01,4.486769485473632812e+01
3.967883682250976562e+01,-1.106803607940673828e+01,-6.072820186614990234e+00
-1.026148414611816406e+01,-1.698050618171691895e+00,-4.120437622070312500e+00
-6.054782867431640625e+00,-2.585717773437500000e+01,-1.814629554748535156e+01
-5.232667446136474609e+00,-2.629925727844238281e+01,-1.893310737609863281e+01
-3.511981582641601562e+01,4.516512870788574219e+00,2.757022094726562500e+01
3.833345413208007812e+01,3.174115419387817383e+00,2.343168449401855469e+01
3.501992416381835938e+01,1.557060432434082031e+01,-1.920842361450195312e+01
-2.829945182800292969e+01,4.959458351135253906e+00,4.175569152832031250e+01
-2.805732917785644531e+01,4.902385234832763672e+00,4.108982849121093750e+01
2.174052238464355469e+01,-1.235073471069335938e+01,4.175223159790039062e+01
2.236161422729492188e+01,-1.164221954345703125e+01,4.226839828491210938e+01
2.171593856811523438e+01,-1.094654655456542969e+01,4.145486068725585938e+01
-2.965165138244628906e+01,-2.314391136169433594e+01,2.349030494689941406e+01
-2.981759262084960938e+01,-2.383015441894531250e+01,2.302165031433105469e+01
4.277081298828125000e+01,2.606692075729370117e+00,-1.275156497955322266e+01
3.920919799804687500e+01,-8.976551055908203125e+00,-3.096365690231323242e+00
-1.222994232177734375e+01,3.517127227783203125e+01,2.101774215698242188e+01
-4.983507156372070312e+01,-2.300294113159179688e+01,8.874777793884277344e+00
-1.266879177093505859e+01,-2.519491958618164062e+01,2.776311683654785156e+01
-9.819710731506347656e+00,7.475959658622741699e-01,3.618370771408081055e+00
3.468817234039306641e+00,-1.843743133544921875e+01,2.456660652160644531e+01
1.899780464172363281e+01,-2.470187902450561523e+00,-3.030788993835449219e+01
-1.176222515106201172e+01,-2.802735900878906250e+01,-3.121021652221679688e+01
-1.823891448974609375e+01,-8.185585975646972656e+00,-2.785556793212890625e+01
-1.291395664215087891e+01,-2.645487976074218750e+01,-3.201805496215820312e+01
-1.216515064239501953e+01,-2.649076843261718750e+01,-3.154834556579589844e+01
-2.299069404602050781e+01,-1.917774963378906250e+01,-8.562673568725585938e+00
-6.368287563323974609e+00,-3.546918556094169617e-02,-1.779170893132686615e-02
-1.356316471099853516e+01,-2.629690170288085938e+01,2.393551445007324219e+01
-5.788689851760864258e-01,2.241580772399902344e+01,-3.057237386703491211e+00
-1.170101070404052734e+01,-2.876121902465820312e+01,2.364224815368652344e+01
-1.268190574645996094e+01,-2.725101280212402344e+01,2.432201194763183594e+01
-1.577770233154296875e+01,-2.077955627441406250e+01,-1.054164123535156250e+01
-9.302708625793457031e+00,-2.713482093811035156e+01,-1.345560741424560547e+01
-1.434578132629394531e+01,-2.576282501220703125e+01,2.370885658264160156e+01
1.099926185607910156e+01,-4.826455116271972656e-01,2.374504089355468750e+01
-1.414608383178710938e+01,-2.614332389831542969e+01,2.215311431884765625e+01
2.071815109252929688e+01,-2.192808914184570312e+01,-2.613758850097656250e+01
-8.987528800964355469e+00,-1.626021575927734375e+01,3.126620769500732422e+00
-3.268391418457031250e+01,-4.531703472137451172e+00,-5.469985008239746094e+00
-3.253391265869140625e+01,-4.134021282196044922e+00,-3.999851703643798828e+00
-5.743764877319335938e+01,-3.857958793640136719e+00,-2.980496644973754883e+00
-1.579897880554199219e+01,-2.855353736877441406e+01,-3.466576766967773438e+01
-3.048172235488891602e+00,2.853067517280578613e-01,9.879252314567565918e-01
-4.574568557739257812e+01,5.031014442443847656e+00,-1.717413425445556641e+00
-1.242261600494384766e+01,-2.939051055908203125e+01,-3.299810791015625000e+01
-4.772492885589599609e+00,6.770644783973693848e-01,2.495682686567306519e-01
-8.319437026977539062e+00,-3.038573837280273438e+01,-1.348698616027832031e+01
4.066797637939453125e+01,-1.842564201354980469e+01,1.588048362731933594e+01
-3.902661514282226562e+01,4.893551349639892578e+00,1.154351234436035156e+01
1.846086311340332031e+01,-3.724843978881835938e+00,-1.453222084045410156e+01
-1.334934616088867188e+01,9.102667808532714844e+00,1.415351271629333496e+00
-4.035773086547851562e+01,4.399509429931640625e+00,1.194114780426025391e+01
-3.837772750854492188e+01,6.389405250549316406e+00,9.941269874572753906e+00
-2.858414840698242188e+01,-4.655083179473876953e+00,3.041649246215820312e+01
-2.897231674194335938e+01,-5.024929046630859375e+00,3.115171051025390625e+01
-1.450305938720703125e+01,-3.444433689117431641e+00,1.929866981506347656e+01
1.776725578308105469e+01,-2.513874244689941406e+01,-1.664164900779724121e+00
-2.896302938461303711e+00,-5.792129516601562500e+00,-4.362920761108398438e+01
-1.613581180572509766e+00,-5.914520740509033203e+00,-4.467664337158203125e+01
-4.155430984497070312e+01,1.870956802368164062e+01,8.390033721923828125e+00
-3.720724105834960938e+01,2.231782341003417969e+01,1.004693222045898438e+01
-1.722885704040527344e+01,2.256497573852539062e+01,3.779513359069824219e+00
-6.100181102752685547e+00,-8.084075927734375000e+00,-4.734598636627197266e+00
-6.452708721160888672e+00,-7.914967060089111328e+00,-4.004954814910888672e+00
-3.573958587646484375e+01,2.346191215515136719e+01,1.071964454650878906e+01
-1.143099975585937500e+01,-3.618522644042968750e+00,-2.533583259582519531e+01
4.233098030090332031e+00,-2.432636451721191406e+01,1.115325164794921875e+01
2.485638809204101562e+01,-2.561477088928222656e+01,2.041716194152832031e+01
-1.508792018890380859e+01,-3.567807006835937500e+01,1.193241691589355469e+01
-1.358125686645507812e+01,-3.663507461547851562e+01,1.382891654968261719e+01
-4.380490112304687500e+01,4.915659904479980469e+00,-6.693313121795654297e+00
1.658208274841308594e+01,-1.809417724609375000e+01,-4.140831375122070312e+01
1.699912643432617188e+01,-1.759113883972167969e+01,-4.047707366943359375e+01
8.758258819580078125e+00,6.263448715209960938e+00,-2.006938552856445312e+01
-1.178879547119140625e+01,-3.476424217224121094e+00,-2.448998641967773438e+01
-4.643314743041992188e+01,-6.308356285095214844e+00,1.496239185333251953e+01
2.309326887130737305e+00,-2.403291511535644531e+01,1.076306629180908203e+01
1.468369579315185547e+01,-2.075018882751464844e+01,2.794245147705078125e+01
1.655905151367187500e+01,-1.193567752838134766e+01,-4.265505599975585938e+01
-1.610357475280761719e+01,-2.076975345611572266e+00,-1.345434093475341797e+01
-1.075697994232177734e+01,-5.462620258331298828e+00,-2.359922027587890625e+01
4.229418754577636719e+00,-1.612038230895996094e+01,-4.187176513671875000e+01
2.320245742797851562e+00,-4.478537750244140625e+01,1.191523838043212891e+01
8.366490364074707031e+00,-4.441098213195800781e+00,-5.848379135131835938e+00
-4.434437751770019531e+00,7.004549026489257812e+00,-1.703278541564941406e+01
-1.792759180068969727e+00,3.737340927124023438e+01,5.308609008789062500e+00
-4.118986725807189941e-01,-4.403187179565429688e+01,1.079341983795166016e+01
-1.632593917846679688e+01,-3.639086151123046875e+01,1.313106632232666016e+01
1.897388458251953125e+01,-1.260778903961181641e+01,-4.010571670532226562e+01
-2.720973968505859375e+01,6.740164279937744141e+00,2.113199472427368164e+00
1.083089923858642578e+01,-3.668626546859741211e+00,5.317358016967773438e+01
-4.648611545562744141e+00,-2.722116470336914062e+01,-2.056898117065429688e+01
1.018228340148925781e+01,-3.462939977645874023e+00,5.336806488037109375e+01
-3.432767868041992188e+01,-2.675522422790527344e+01,2.032652282714843750e+01
6.311155319213867188e+00,2.069680786132812500e+01,-3.621735763549804688e+01
-2.433371543884277344e+01,3.262587356567382812e+01,-8.824353218078613281e+00
1.198926830291748047e+01,-9.295720100402832031e+00,4.672770690917968750e+01
2.697302627563476562e+01,1.890340042114257812e+01,7.614685058593750000e+00
2.394890022277832031e+01,-5.173681378364562988e-01,4.281897735595703125e+01
-2.283352088928222656e+01,1.422730731964111328e+01,2.110874748229980469e+01
3.929140090942382812e+01,3.765679359436035156e+00,2.449735260009765625e+01
1.532017993927001953e+01,-6.364186406135559082e-01,1.964591860771179199e+00
3.977113723754882812e+01,5.895036458969116211e-01,5.468970298767089844e+00
1.061621856689453125e+01,2.245015335083007812e+01,4.284325790405273438e+01
-1.953087806701660156e+01,8.676911354064941406e+00,4.156708717346191406e+00
2.542335700988769531e+01,-3.779825973510742188e+01,1.418784904479980469e+01
-6.218305587768554688e+00,-4.050033187866210938e+01,-6.722332477569580078e+00
-7.215113639831542969e+00,-4.260171127319335938e+01,-8.353565216064453125e+00
-2.335045623779296875e+01,-3.960013961791992188e+01,7.933248519897460938e+00
-5.698717594146728516e+00,-4.170282745361328125e+01,-7.410758495330810547e+00
-2.506036376953125000e+01,-4.013541793823242188e+01,7.284522056579589844e+00
-5.703097581863403320e-01,-9.776664733886718750e+00,3.275197982788085938e+01
-4.453938961029052734e+00,-1.509690189361572266e+01,4.037847900390625000e+01
-3.115958023071289062e+01,2.740449523925781250e+01,2.310683250427246094e+01
-1.272874832153320312e+00,-1.172059535980224609e+01,4.468658065795898438e+01
-1.738423466682434082e+00,-1.214557266235351562e+01,4.402392959594726562e+01
-1.399064159393310547e+01,2.546482801437377930e+00,3.668701934814453125e+01
-1.204156112670898438e+01,-1.607219505310058594e+01,4.562602996826171875e+00
-1.809451103210449219e+01,-1.903075027465820312e+01,2.127327728271484375e+01
-1.941460418701171875e+01,-1.786411476135253906e+01,2.093361854553222656e+01
1.435459852218627930e+00,3.387735748291015625e+01,-2.247028827667236328e+00
2.055383682250976562e+00,3.419565582275390625e+01,-2.807103395462036133e+00
-8.345673561096191406e+00,-1.522546005249023438e+01,3.032218456268310547e+00
-2.142618370056152344e+01,-1.629522514343261719e+01,2.146492767333984375e+01
-2.612258911132812500e+01,-4.267833328247070312e+01,6.908671855926513672e+00
4.955744934082031250e+01,-1.976439595222473145e+00,1.164383220672607422e+01
-2.584914970397949219e+01,-4.116356277465820312e+01,7.023616313934326172e+00
-1.156216526031494141e+01,-1.081904697418212891e+01,5.676825046539306641e+00
-2.210346603393554688e+01,-2.474353551864624023e+00,-9.909053802490234375e+00
-1.247002601623535156e+01,-1.082608413696289062e+01,6.197090148925781250e+00
-7.046076655387878418e-01,2.474157512187957764e-01,2.631203079223632812e+01
-6.160689830780029297e+00,-2.465625762939453125e+00,-4.222356033325195312e+01
-1.065156364440917969e+01,-3.703789949417114258e+00,-4.546076202392578125e+01
-2.072654485702514648e+00,-5.300365924835205078e+00,-4.347450637817382812e+01
1.440539073944091797e+01,3.856422805786132812e+01,1.005677986145019531e+01
-1.222626209259033203e+01,9.819198608398437500e+00,2.397248268127441406e+01
-3.274949789047241211e+00,6.040905475616455078e+00,2.067611503601074219e+01
-3.043151283264160156e+01,-6.748439788818359375e+00,-1.491736698150634766e+01
-2.606648683547973633e+00,2.241330337524414062e+01,1.688597869873046875e+01
-2.875757980346679688e+01,1.292929172515869141e+01,3.767170715332031250e+01
-2.964966011047363281e+01,1.245181560516357422e+01,3.860597229003906250e+01
-2.843303871154785156e+01,1.309385395050048828e+01,3.864315795898437500e+01
2.243319320678710938e+01,-1.006484127044677734e+01,-3.108320808410644531e+01
-1.233718276023864746e+00,-2.235731506347656250e+01,2.339831829071044922e+00
2.919744873046875000e+01,-2.347340393066406250e+01,-1.564723110198974609e+01
4.221940994262695312e+01,7.280504703521728516e+00,2.065323638916015625e+01
5.496950531005859375e+01,-8.103180885314941406e+00,2.402032375335693359e+00
-1.676604652404785156e+01,-9.449139595031738281e+00,2.306332778930664062e+01
-8.971575736999511719e+00,1.203886604309082031e+01,-2.539954376220703125e+01
-1.358442306518554688e+01,-2.778402519226074219e+01,-4.533152103424072266e+00
-2.716464424133300781e+01,-3.891949462890625000e+01,-1.946390151977539062e+01
3.312832260131835938e+01,-3.081682968139648438e+01,1.959860038757324219e+01
3.424576568603515625e+01,-3.020184516906738281e+01,1.762227630615234375e+01
3.447528457641601562e+01,-3.090002250671386719e+01,1.779860115051269531e+01
3.264260482788085938e+01,-3.105096626281738281e+01,2.050326919555664062e+01
-1.579216957092285156e+01,1.629436683654785156e+01,4.282966613769531250e+01
-1.439139938354492188e+01,-2.880113029479980469e+01,-9.357882499694824219e+00
2.083724975585937500e+01,3.873574972152709961e+00,1.431747055053710938e+01
2.190273666381835938e+01,3.351247072219848633e+00,1.470985412597656250e+01
-1.522171783447265625e+01,1.478514099121093750e+01,4.212438964843750000e+01
3.447629165649414062e+01,-2.822146987915039062e+01,1.582375621795654297e+01
-3.526016616821289062e+01,-6.986945629119873047e+00,2.376271820068359375e+01
-1.567709541320800781e+01,-4.627386474609375000e+01,-6.718402862548828125e+00
3.854647064208984375e+01,1.505478668212890625e+01,2.964930915832519531e+01
-2.929188537597656250e+01,-2.776187896728515625e+01,1.372156143188476562e+01
4.839053153991699219e+00,5.529634952545166016e-01,-2.021668052673339844e+01
2.109793853759765625e+01,-2.164338302612304688e+01,-2.438355255126953125e+01
-5.941556453704833984e+00,-1.346528625488281250e+01,2.722253799438476562e+01
2.589385986328125000e+01,4.189089202880859375e+01,-6.687928199768066406e+00
-1.194744205474853516e+01,-7.890074729919433594e+00,-3.304010868072509766e+00
1.006325054168701172e+01,-2.738668251037597656e+01,1.521109789609909058e-02
-9.470465660095214844e+00,-1.590274143218994141e+01,2.441131973266601562e+01
-3.245855712890625000e+01,-1.453674316406250000e+01,-2.464502525329589844e+01
1.255389404296875000e+01,-6.945974349975585938e+00,9.670191764831542969e+00
-1.196155643463134766e+01,-7.166667461395263672e+00,-3.915026426315307617e+00
-9.195910453796386719e+00,-1.627010536193847656e+01,2.591332054138183594e+01
-4.590887451171875000e+01,1.307736301422119141e+01,-6.060187339782714844e+00
2.269589042663574219e+01,-2.722827529907226562e+01,2.672120285034179688e+01
-1.100451374053955078e+01,-2.431309127807617188e+01,-3.266684722900390625e+01
1.800396919250488281e+01,-1.559739470481872559e+00,1.752952003479003906e+01
1.937116432189941406e+01,-2.002886772155761719e+00,1.776389694213867188e+01
1.455020141601562500e+01,-1.389047050476074219e+01,1.471870994567871094e+01
-1.958364868164062500e+01,1.058665943145751953e+01,1.463348388671875000e+01
-5.523869037628173828e+00,1.817870259284973145e+00,4.136822223663330078e+00
-4.873367786407470703e+00,2.089834213256835938e+00,4.283385753631591797e+00
-1.308088541030883789e+00,2.608152198791503906e+01,4.101502609252929688e+01
1.283431720733642578e+01,-1.071861863136291504e+00,-2.216993713378906250e+01
-6.849540233612060547e+00,5.681316757202148438e+01,-4.178199768066406250e+00
-1.871079826354980469e+01,1.865415954589843750e+01,-2.840160751342773438e+01
2.414954376220703125e+01,1.897991752624511719e+01,2.569977378845214844e+01
-4.243623733520507812e+01,5.999093055725097656e+00,2.698220729827880859e+00
1.866436958312988281e+01,-3.552184677124023438e+01,9.759523391723632812e+00
-7.117875576019287109e+00,-2.624110031127929688e+01,2.607769584655761719e+01
1.484990501403808594e+01,-3.995804595947265625e+01,2.070765686035156250e+01
-8.888510704040527344e+00,-2.534000205993652344e+01,2.567000961303710938e+01
2.094080924987792969e+01,-3.449350738525390625e+01,6.850205898284912109e+00
-4.599984169006347656e+00,-1.443315410614013672e+01,2.056851387023925781e+01
1.984860801696777344e+01,-3.381244659423828125e+01,8.685307502746582031e+00
-9.893837928771972656e+00,-2.614386177062988281e+01,2.547183036804199219e+01
2.034104728698730469e+01,-3.427447128295898438e+01,7.545207500457763672e+00
3.648551464080810547e+00,-3.439321517944335938e+01,2.501451301574707031e+01
-2.882787322998046875e+01,1.375306606292724609e+01,1.460746383666992188e+01
-2.891494369506835938e+01,1.218771457672119141e+01,1.473605823516845703e+01
-1.612447738647460938e+01,-4.680570125579833984e+00,4.530616378784179688e+01
3.132518196105957031e+01,-1.422093772888183594e+01,-2.887567901611328125e+01
4.970826148986816406e+00,2.730878829956054688e+01,-1.385353565216064453e+01
3.433451461791992188e+01,2.653302764892578125e+01,-1.654903984069824219e+01
1.963462066650390625e+01,1.238560295104980469e+01,2.833283424377441406e+01
2.640660095214843750e+01,-3.996244430541992188e+01,1.095340347290039062e+01
-3.300512313842773438e+01,-9.164327621459960938e+00,-7.924281120300292969e+00
1.751987266540527344e+01,2.798031568527221680e+00,-4.164646530151367188e+01
3.762802886962890625e+01,-2.804530525207519531e+01,-2.954621076583862305e+00
1.026236915588378906e+01,-3.767979431152343750e+01,3.187613964080810547e+00
-1.648967385292053223e+00,3.788054275512695312e+01,-1.834046173095703125e+01
-1.133112335205078125e+01,-2.277944755554199219e+01,-3.525064086914062500e+01
-6.754516601562500000e+00,-3.601837539672851562e+01,1.825602531433105469e+01
-6.835395336151123047e+00,-3.633481216430664062e+01,1.894130706787109375e+01
2.862531089782714844e+01,-6.906385898590087891e+00,3.064525794982910156e+01
-2.352578926086425781e+01,3.375848293304443359e+00,1.483055400848388672e+01
1.030090713500976562e+01,-3.644803619384765625e+01,3.633479833602905273e+00
3.945646882057189941e-01,-2.501388549804687500e+01,-3.426762008666992188e+01
1.643511772155761719e+00,-2.401337432861328125e+01,-3.296819686889648438e+01
4.045544147491455078e+00,-2.609042739868164062e+01,-3.130846405029296875e+01
-1.517298412322998047e+01,2.865251541137695312e+01,3.297108459472656250e+01
1.214419937133789062e+01,-1.425552845001220703e+01,-3.343395233154296875e+01
-4.362515640258789062e+01,-1.183704733848571777e+00,1.586491465568542480e+00
4.069738388061523438e+00,-2.906676101684570312e+01,-2.817412185668945312e+01
3.832263708114624023e+00,-2.548501014709472656e+01,-3.081118965148925781e+01
-2.152981758117675781e+01,2.326348114013671875e+01,-3.036150550842285156e+01
-1.321138954162597656e+01,-9.651117324829101562e+00,6.581177711486816406e+00
1.816304016113281250e+01,2.173086357116699219e+01,-2.964478492736816406e+01
3.416834592819213867e+00,4.398410797119140625e+01,-1.093965530395507812e+01
1.617062187194824219e+01,2.204199790954589844e+01,-2.841314125061035156e+01
3.173338174819946289e+00,4.320675277709960938e+01,-8.675027847290039062e+00
2.475053071975708008e+00,4.402182006835937500e+01,-9.481713294982910156e+00
5.883007526397705078e+00,4.841923522949218750e+01,-3.608872413635253906e+00
6.642244815826416016e+00,4.644807434082031250e+01,-6.250861167907714844e+00
2.137082338333129883e+00,4.588930130004882812e+01,-9.353198051452636719e+00
8.182111740112304688e+00,-1.555088281631469727e+00,-2.813078308105468750e+01
2.023599624633789062e+01,7.934385776519775391e+00,-2.899941444396972656e+01
1.770358085632324219e+00,-2.308232116699218750e+01,-1.058446884155273438e+01
1.104109668731689453e+01,8.236025810241699219e+00,-2.740418672561645508e+00
3.396937179565429688e+01,6.736275672912597656e+00,-4.209040069580078125e+01
-5.969792842864990234e+00,2.155352783203125000e+01,-5.187122821807861328e+00
7.394508838653564453e+00,4.519905853271484375e+01,-2.794217348098754883e+00
7.900476932525634766e+00,4.518996429443359375e+01,-4.785896778106689453e+00
7.140782356262207031e+00,4.492158889770507812e+01,-6.135632038116455078e+00
6.466308116912841797e+00,4.512450790405273438e+01,-5.200906276702880859e+00
-2.612237691879272461e+00,5.791073799133300781e+00,-9.207847595214843750e+00
1.092576599121093750e+01,-2.504945755004882812e+01,2.041240692138671875e+00
6.653762817382812500e+00,1.929661178588867188e+01,-2.095700454711914062e+01
-2.894235610961914062e+00,1.758557128906250000e+01,-4.496207427978515625e+01
-2.550739288330078125e+00,1.734649658203125000e+01,-4.565773773193359375e+01
3.423920273780822754e-01,1.045897483825683594e+01,-9.302167892456054688e-01
1.483036613464355469e+01,2.460359191894531250e+01,4.095357418060302734e+00
1.411819362640380859e+01,2.466359710693359375e+01,4.581878185272216797e+00
-7.577447593212127686e-02,1.730007553100585938e+01,-4.487041091918945312e+01
4.087197482585906982e-01,1.795142745971679688e+01,-4.510994338989257812e+01
1.476541900634765625e+01,1.401319789886474609e+01,-2.499832725524902344e+01
1.339646148681640625e+01,-2.302907180786132812e+01,-3.526672744750976562e+01
1.927319145202636719e+01,2.507970619201660156e+01,-1.872330665588378906e+01
6.267280578613281250e+00,2.216377830505371094e+01,4.496955394744873047e+00
6.754459857940673828e+00,1.795343971252441406e+01,-1.962939071655273438e+01
3.009945869445800781e+01,-2.423305034637451172e+00,-2.966109848022460938e+01
4.460219955444335938e+01,-1.227647018432617188e+01,-1.108079814910888672e+01
-4.331903934478759766e+00,-2.359108352661132812e+01,-5.291564941406250000e+01
-4.207405567169189453e+00,-2.251776885986328125e+01,-5.308032608032226562e+01
-4.035558700561523438e+00,2.220881080627441406e+01,-2.529611015319824219e+01
2.162601661682128906e+01,7.205264091491699219e+00,-1.388601779937744141e+01
-4.713594055175781250e+01,1.088086795806884766e+01,-4.131895601749420166e-01
-4.772381591796875000e+01,1.143352699279785156e+01,1.251708567142486572e-01
-1.712169075012207031e+01,-1.261187267303466797e+01,5.252819538116455078e+00
-7.378907203674316406e+00,2.031500816345214844e+01,-1.824443817138671875e+01
1.637944412231445312e+01,-1.242018890380859375e+01,1.861297059804201126e-03
1.621415901184082031e+01,-1.286956691741943359e+01,-6.565474271774291992e-01
9.847452163696289062e+00,-4.559388637542724609e+00,-3.608462524414062500e+01
3.039350318908691406e+01,8.898865699768066406e+00,1.575347614288330078e+01
5.041934490203857422e+00,-3.755404710769653320e+00,-1.062653732299804688e+01
4.551607131958007812e+00,-2.262572765350341797e+00,-1.154727077484130859e+01
1.548403835296630859e+01,-1.151512622833251953e+01,1.148303151130676270e+00
1.349525260925292969e+01,-3.333366394042968750e+01,-3.208469390869140625e+01
-5.782803535461425781e+00,2.074378967285156250e+01,-1.790827751159667969e+01
-2.390776443481445312e+01,4.513044834136962891e+00,2.113573265075683594e+01
-7.976842880249023438e+00,-2.744090843200683594e+01,3.598008346557617188e+01
-9.951660156250000000e+00,-2.683652305603027344e+01,3.655351638793945312e+01
-4.871716690063476562e+01,1.531070768833160400e-01,1.428205680847167969e+01
-6.740862131118774414e-01,1.685704803466796875e+01,-8.276018142700195312e+00
1.156900119781494141e+01,-8.326050758361816406e+00,2.954285049438476562e+01
-2.213385009765625000e+01,3.607672119140625000e+01,2.860010528564453125e+01
-9.030961036682128906e+00,-7.803421020507812500e-01,2.681740570068359375e+01
2.108553504943847656e+01,3.662769699096679688e+01,2.133534997701644897e-01
3.110403060913085938e+00,-1.050862073898315430e+00,1.533411693572998047e+01
3.104790878295898438e+01,-2.575021171569824219e+01,5.330989837646484375e+00
1.831774330139160156e+01,3.479001998901367188e+01,-6.461488604545593262e-01
5.673242092132568359e+00,4.705532836914062500e+01,7.349695205688476562e+00
