"post_id","cluster","x","y","z"
"6734","12","9.421249390","-3.600352287","-6.318373203"
"6736","56","1.358777523","-29.717475890","-23.081369400"
"6738","20","10.073418620","9.172617912","14.823464390"
"6740","71","14.508434300","-0.221540600","5.772957325"
"6742","61","27.589000700","-15.082360270","0.462007552"
"6744","38","-10.969027520","21.077835080","-34.570892330"
"6746","38","-9.589125633","20.271608350","-35.028026580"
"6748","72","-36.554237370","29.323741910","-9.549130440"
"6750","64","-35.503738400","29.026489260","-9.556212425"
"6752","15","-17.040748600","-5.295336723","46.201538090"
"6754","40","-25.989259720","49.433815000","10.074275970"
"6756","2","-5.376366138","19.394285200","-19.290983200"
"6758","18","13.833809850","43.799343110","-26.432127000"
"6760","18","-4.060729504","27.410795210","24.492021560"
"6762","53","-39.316772460","-11.418800350","15.989026070"
"6764","18","-5.106519222","26.809577940","24.760585780"
"6766","68","-32.195354460","0.029238900","12.192055700"
"6768","49","-9.380925179","-25.314914700","20.797864910"
"6770","57","-13.851078990","-30.502571110","-21.442573550"
"6772","18","-6.384515762","27.163457870","25.734718320"
"6774","27","-4.082292557","54.312519070","8.812356949"
"6776","47","19.173187260","33.209823610","-8.562124252"
"6778","44","0.884874284","31.124544140","6.249562263"
"6780","30","43.197376250","-15.304349900","16.980218890"
"6782","49","-11.750267980","3.691912651","-39.317180630"
"6784","49","-12.168985370","3.506770849","-40.093254090"
"6786","29","3.068900824","-16.674617770","-14.385752680"
"6788","46","-12.005181310","5.241927624","-38.955398560"
"6790","3","-15.896671300","27.920827870","19.896984100"
"6792","26","38.025154110","-16.841215130","-15.842209820"
"6794","12","9.761765480","-1.843787789","-6.985647678"
"6796","58","-53.278438570","12.960139270","7.060173035"
"6798","41","-53.497837070","13.667571070","7.092856884"
"6800","28","22.473510740","-11.521162030","4.351850033"
"6802","28","22.992847440","-12.340308190","4.285066128"
"6804","46","1.501182318","-2.501631737","2.043627977"
"6806","63","16.886077880","-24.251119610","8.301121712"
"6808","57","-18.269693370","-32.552406310","-10.256488800"
"6810","12","8.747860909","-1.102505684","-6.954177380"
"6812","61","26.469715120","-11.419191360","0.428181767"
"6814","12","15.990006450","10.218152050","1.732903361"
"6816","89","3.994239807","-5.876471043","-45.868541720"
"6818","2","25.648921970","-7.788232327","-17.340021130"
"6820","12","-7.841485977","13.201832770","-48.737968440"
"6822","69","24.631130220","1.825749040","-27.207284930"
"6824","55","-43.370594020","-3.546649694","-10.953179360"
"6826","22","-34.654106140","9.647448540","-33.071319580"
"6828","52","23.243738170","-4.432637215","20.362583160"
"6830","74","16.641510010","20.967813490","9.888192177"
"6832","43","-35.027450560","7.306319237","-31.349117280"
"6834","35","34.711208340","-9.098224640","-14.474587440"
"6836","80","18.749668120","10.389586450","31.014852520"
"6838","59","-29.079732890","-39.500083920","-11.640265460"
"6840","0","10.242977140","-1.361980438","-9.088025093"
"6842","29","10.728673930","-1.396481156","-10.168832780"
"6844","17","21.353273390","30.585519790","-1.852801919"
"6846","61","32.979309080","-10.652067180","5.585669041"
"6848","32","-0.200566947","-25.069515230","20.064174650"
"6850","32","0.201221168","-24.395061490","20.628015520"
"6852","32","-1.325120211","-24.926790240","18.573028560"
"6854","1","0.805246592","-26.860195160","19.800003050"
"6856","34","-2.042427301","-19.572351460","18.326366420"
"6858","32","2.398275852","-28.882381440","20.915517810"
"6860","32","-2.205174208","-25.902130130","20.594179150"
"6862","32","25.164447780","-31.315109250","13.419004440"
"6864","32","2.533141613","25.887401580","0.892968714"
"6866","32","2.650471210","25.065258030","1.698436141"
"6868","40","-11.152320860","21.736940380","-44.364158630"
"6870","32","-1.065894842","-17.569904330","20.457317350"
"6872","32","-4.305877686","-18.007520680","20.604566570"
"6874","32","43.434764860","-17.408365250","20.553749080"
"6876","22","-29.662160870","21.643850330","-21.591697690"
"6878","32","-0.812679231","-15.468540190","22.753227230"
"6880","22","-29.229478840","22.507514950","-20.622087480"
"6882","1","-29.208097460","24.131757740","-20.408302310"
"6884","32","-2.688508511","-17.070604320","19.877481460"
"6886","38","-28.438737870","21.506887440","-20.774435040"
"6888","32","-2.760941267","-17.384460450","23.011114120"
"6890","34","-13.567710880","18.822898860","-43.861854550"
"6892","34","-9.827887535","-41.170295720","16.069789890"
"6894","54","-7.363002300","-26.705442430","10.145233150"
"6896","34","-15.228421210","18.592456820","-43.838115690"
"6898","38","-24.585018160","21.992189410","-27.680288310"
"6900","34","-3.005548000","-18.964708330","29.237249370"
"6902","34","-3.498403311","-14.236371990","-40.858982090"
"6904","15","-43.667846680","-6.024437904","-1.528882027"
"6906","15","-42.420875550","-6.569937229","-1.466516614"
"6908","28","20.527254100","-12.123580930","-3.281208277"
"6910","74","23.002775190","4.317500591","3.009579897"
"6912","83","-13.701373100","6.425575256","18.056528090"
"6914","11","-7.371195793","-9.179233551","-7.733609200"
"6916","13","42.431358340","-6.275027752","-9.436278343"
"6918","12","-8.630901337","-8.214046478","-10.064510350"
"6920","69","16.754974370","-0.568976521","-31.559206010"
"6922","28","-6.719997406","-8.535935402","32.673549650"
"6924","39","-34.695140840","-30.498270030","-17.844564440"
"6926","23","-6.348953724","29.488162990","-8.215257645"
"6928","56","-8.284917831","-23.760322570","-16.798858640"
"6930","3","-21.537786480","25.503417970","21.009834290"
"6932","11","-15.645597460","5.082644939","22.296499250"
"6934","11","-7.378010273","-9.925860405","-7.887132645"
"6936","13","41.874485020","-5.686017513","-10.001183510"
"6938","1","-2.174281120","25.280237200","-0.191896781"
"6940","54","-5.298288822","-32.238533020","16.251630780"
"6942","85","18.394554140","-3.456029654","7.410873890"
"6944","21","18.687782290","-3.567675352","6.024592876"
"6946","54","-4.657991886","-32.117950440","16.634300230"
"6948","48","17.800079350","-4.068902016","7.669366837"
"6950","60","20.886825560","13.387525560","30.091043470"
"6952","11","-11.292263030","-32.084400180","-15.875516890"
"6954","58","-53.194644930","5.431668758","8.470107079"
"6956","34","-1.610718250","-7.439181328","-18.051506040"
"6958","24","-2.219054222","-48.762973790","21.186058040"
"6960","41","-7.191761017","-1.010679126","51.074382780"
"6962","41","-4.426465034","-2.777367830","44.111717220"
"6964","13","0.008262786","-54.638050080","8.778594971"
"6966","48","0.464311391","-53.933307650","8.449293137"
"6968","57","-16.648298260","-30.381410600","-5.203565121"
"6970","7","1.700842261","-52.107048030","7.635311604"
"6972","14","6.333657742","32.122947690","26.836593630"
"6974","57","-16.559543610","-29.605302810","-6.243241787"
"6976","56","-16.393505100","-31.362728120","-4.360088348"
"6978","63","12.261143680","-20.101730350","21.873407360"
"6980","63","12.873878480","-20.359073640","22.312616350"
"6982","30","40.452171330","-8.424654007","25.339674000"
"6984","41","-2.938780308","-13.382802010","42.758304600"
"6986","30","39.490100860","-10.886168480","12.539443970"
"6988","76","38.967525480","-12.381827350","9.431926727"
"6990","76","37.950901030","-12.966820720","9.100388527"
"6992","30","37.576042180","-10.765383720","12.551317210"
"6994","2","22.932001110","-2.279335499","-46.707931520"
"6996","2","-0.045648456","5.550453663","-19.530229570"
"6998","30","40.817028050","-13.529557230","14.043606760"
"7000","39","-12.290143970","10.763789180","-26.458902360"
"7002","8","27.621864320","13.287276270","-8.714064598"
"7004","8","26.705207820","13.322098730","-7.503751755"
"7006","32","28.075883870","14.295517920","-6.808484554"
"7008","8","26.750320430","14.314218520","-7.638862610"
"7010","11","-13.620609280","-18.816743850","-0.343852341"
"7012","11","-15.136374470","-17.398998260","-0.581414580"
"7014","83","-11.849932670","11.797549250","8.739259720"
"7016","11","-12.505656240","-19.908132550","-1.022298932"
"7018","2","-6.277894497","17.880710600","-14.929668430"
"7020","11","-12.279738430","-15.355628010","-0.877459347"
"7022","76","39.070613860","-13.477191930","9.725383759"
"7024","30","41.108268740","-12.359558110","11.390606880"
"7026","48","11.731616020","-38.123817440","-2.038142920"
"7028","11","-31.105133060","0.963729978","-38.861213680"
"7030","11","-12.696639060","-18.486398700","-2.521540165"
"7032","11","-10.610169410","-18.857259750","-1.030338526"
"7034","30","38.252693180","-13.509900090","13.807384490"
"7036","78","-38.795284270","8.201892853","21.468971250"
"7038","28","22.245559690","-47.792919160","-10.101819990"
"7040","41","-3.380459547","3.935005188","41.653804780"
"7042","60","-5.325684547","4.856629372","42.497276310"
"7044","59","-31.704643250","-8.191975594","-17.059209820"
"7046","64","-3.637501240","20.008966450","37.467636110"
"7048","80","11.895319940","-2.372809887","19.389301300"
"7050","58","12.944292070","-2.379373312","19.312826160"
"7052","54","-18.557010650","-34.867542270","30.660520550"
"7054","7","-39.718620300","-25.660770420","-20.650596620"
"7056","78","4.477948666","-13.477237700","25.879138950"
"7058","54","-3.404096365","-27.025066380","9.451708794"
"7060","81","-15.111389160","-23.448936460","-7.939906120"
"7062","26","4.823226452","3.950275898","20.249418260"
"7064","22","-22.983980180","1.971701860","-31.305124280"
"7066","60","15.427508350","3.811396599","33.670787810"
"7068","54","-9.540519714","-30.824596410","17.213407520"
"7070","84","1.198666692","26.514965060","-3.377984524"
"7072","42","16.083011630","2.945730448","33.029487610"
"7074","15","-39.497142790","-25.201671600","-20.054052350"
"7076","4","18.613559720","-5.880294800","27.449474330"
"7078","30","-7.739356518","-31.841337200","31.901891710"
"7080","37","-30.886356350","-13.968843460","32.737182620"
"7082","64","5.254059315","38.857978820","10.808039670"
"7084","60","-15.629632000","12.376277920","22.105716710"
"7086","48","6.327744484","-33.756431580","24.836339950"
"7088","27","-23.061294560","-11.148874280","-38.466144560"
"7090","60","-28.992237090","30.441043850","-4.356259823"
"7092","41","0.864790916","4.389522552","50.226623540"
"7094","73","21.132652280","1.377439499","-29.606010440"
"7096","16","11.321870800","0.541956007","-51.902229310"
"7098","0","-39.938491820","-21.853389740","20.901613240"
"7100","6","-34.223243710","-6.856213570","29.637857440"
"7102","6","-34.369552610","-7.076399326","28.948024750"
"7104","3","-16.892873760","18.718914030","19.456457140"
"7106","3","-15.458675380","18.357406620","24.274700160"
"7108","85","-3.634321451","-1.315760136","35.291542050"
"7110","85","-29.700853350","14.198463440","10.741107940"
"7112","20","-6.199771404","9.023023605","-0.523230910"
"7114","64","-1.180861473","-23.684984210","37.249343870"
"7116","51","-41.791622160","18.618532180","7.066192150"
"7118","73","18.476335530","-16.306959150","-37.182952880"
"7120","29","18.765668870","-16.041025160","-36.449787140"
"7122","4","11.286062240","-6.937499523","10.441337590"
"7124","89","-8.664774895","9.075336456","-7.230707169"
"7126","80","-6.298478603","10.177085880","-9.719653130"
"7128","49","6.597554684","5.296784401","-25.118093490"
"7130","24","6.561233997","5.924978256","-28.925922390"
"7132","15","-39.813774110","-0.101187430","-2.867211819"
"7134","20","14.030201910","11.834252360","26.152658460"
"7136","20","13.842482570","11.180967330","26.497661590"
"7138","26","6.494538784","7.055668354","-28.326326370"
"7140","0","6.306433201","5.334731102","-31.198560710"
"7142","41","20.647295000","-20.987127300","4.490592003"
"7144","41","-45.263072970","8.236344337","9.814962387"
"7146","26","28.746355060","-3.540438652","-30.350381850"
"7148","49","28.476341250","-25.927135470","0.332967490"
"7150","82","25.435728070","-19.488960270","-5.162914276"
"7152","82","25.355056760","-20.981340410","-2.729387283"
"7154","41","25.587980270","-26.373781200","2.808543921"
"7156","82","26.428161620","-19.879791260","-6.299603462"
"7158","82","26.787874220","-20.930511470","-3.209884167"
"7160","4","36.282520290","7.055584908","11.507264140"
"7162","46","16.353824620","5.965744495","-42.572231290"
"7164","41","22.597856520","-21.537366870","3.150748491"
"7166","3","19.737024310","-22.490571980","3.088854074"
"7168","33","18.505756380","-23.814788820","0.872186184"
"7170","48","19.671384810","-24.677904130","5.109280109"
"7172","63","22.819519040","-22.574497220","0.966210186"
"7174","29","21.171487810","-20.833492280","3.197014809"
"7176","41","20.798023220","-19.862335210","2.186367512"
"7178","79","20.172096250","-19.731740950","5.912510872"
"7180","29","-27.069309230","-32.510196690","-5.235540867"
"7182","9","15.273620610","-25.947437290","-8.139188766"
"7184","4","36.494838710","6.904084682","13.726768490"
"7186","41","21.571092610","-25.611173630","2.582416296"
"7188","48","23.865087510","-23.087455750","-2.351667881"
"7190","48","23.306932450","-22.557926180","-0.970497787"
"7192","30","30.149566650","-15.813930510","-7.543695450"
"7194","79","23.468046190","-20.500808720","-1.024778485"
"7196","61","22.952262880","0.956864834","-10.402368550"
"7198","88","-10.021590230","43.558376310","3.282743216"
"7200","88","-9.828018188","44.443893430","3.389052153"
"7202","46","2.063853502","-3.685989380","0.750156879"
"7204","64","-33.598373410","8.276187897","-10.763954160"
"7206","39","-19.200773240","8.133083344","-22.763666150"
"7208","49","-14.019918440","-22.018444060","31.659742360"
"7210","37","15.529100420","-33.669143680","28.393619540"
"7212","7","0.354103625","-7.546543121","-51.291946410"
"7214","17","19.901405330","22.716711040","6.727368355"
"7216","18","46.504764560","5.164267540","-29.121063230"
"7218","22","-24.504648210","25.154891970","-25.901176450"
"7220","11","-18.520788190","-26.026273730","-18.278888700"
"7222","86","2.205839872","39.269847870","17.361507420"
"7224","79","38.707996370","-2.859534264","-18.786376950"
"7226","87","5.914488316","20.343084340","38.364231110"
"7228","80","10.811164860","-9.922777176","46.561149600"
"7230","61","33.975440980","1.977263212","-9.938676834"
"7232","78","-10.458953860","2.919270754","-45.945476530"
"7234","85","-11.516977310","3.074045181","-45.739978790"
"7236","38","-13.432127950","24.495777130","-25.947504040"
"7238","38","-11.005715370","25.522920610","-26.222465520"
"7240","38","-13.306613920","25.268810270","-24.701314930"
"7242","19","-25.209346770","-6.500081062","0.306441039"
"7244","41","25.693000790","-24.965396880","7.154242039"
"7246","26","19.181161880","-0.596104562","13.004518510"
"7248","63","17.318359380","-0.841056287","13.534802440"
"7250","39","-19.733993530","-24.309093480","-31.710401540"
"7252","33","14.052874570","-13.276612280","-26.132600780"
"7254","33","13.761122700","-12.667638780","-25.923484800"
"7256","81","-9.673186302","-4.235271454","30.989177700"
"7258","6","-31.791397090","-14.078849790","33.391578670"
"7260","58","-48.117889400","10.448691370","8.188055992"
"7262","72","48.875301360","1.982528806","-3.379952192"
"7264","7","14.638985630","18.943704610","0.758211970"
"7266","72","5.800336361","18.330848690","14.530109410"
"7268","43","-22.508682250","43.525478360","-9.021084785"
"7270","72","9.652562141","10.935182570","52.935832980"
"7272","27","-24.865293500","-3.839070797","21.634544370"
"7274","69","14.756366730","0.118082322","-32.115463260"
"7276","46","8.319463730","-1.081030488","-2.729275942"
"7278","38","-14.340795520","26.431138990","-19.036476140"
"7280","38","-15.578672410","28.173738480","-18.311344150"
"7282","21","12.375748630","23.996482850","-30.569570540"
"7284","21","25.285766600","32.810073850","20.752819060"
"7286","21","24.061000820","31.311328890","20.228811260"
"7288","21","23.372043610","34.028495790","20.845188140"
"7290","21","24.480907440","33.228412630","18.845041280"
"7292","21","8.709191322","23.176832200","29.223690030"
"7294","21","12.238010410","24.423641200","-29.076953890"
"7296","21","10.969257350","22.678472520","-28.252958300"
"7298","21","20.314014430","34.871341710","20.440786360"
"7300","88","25.820648190","10.421666150","-43.184215550"
"7302","21","24.171556470","35.149330140","21.503540040"
"7304","21","22.925312040","31.394512180","21.062362670"
"7306","21","23.913415910","33.257045750","21.824357990"
"7308","21","22.689147950","31.721424100","19.848091130"
"7310","21","20.209156040","16.014825820","-12.754019740"
"7312","21","20.791646960","16.416816710","-12.553343770"
"7314","86","25.562576290","0.026948182","-38.699234010"
"7316","0","5.646337509","15.749515530","-9.955196381"
"7318","10","5.758715630","14.674606320","-10.225042340"
"7320","45","-25.161285400","32.071865080","-13.334289550"
"7322","75","-9.756006241","40.509803770","-2.830989361"
"7324","23","19.001342770","33.784828190","20.318662640"
"7326","74","29.848503110","16.558130260","0.550617933"
"7328","60","-12.772082330","-19.887737270","39.254161830"
"7330","16","-19.381841660","3.263447762","-49.159584050"
"7332","36","54.575412750","-5.612802982","-6.919183731"
"7334","16","-19.419193270","2.751573563","-48.611133580"
"7336","48","10.269857410","19.980010990","-16.637699130"
"7338","57","-20.537746430","-20.184381480","-35.690670010"
"7340","66","21.206541060","-4.112097263","-4.387596607"
"7342","24","-31.591253280","0.927990496","-27.808958050"
"7344","30","31.087440490","-0.651292145","13.846243860"
"7346","71","8.457271576","-29.076192860","-15.458487510"
"7348","62","1.252284408","11.484564780","-1.866754770"
"7350","43","-38.156509400","6.411442757","-22.865186690"
"7352","79","6.995893478","-3.984454870","-0.472713947"
"7354","79","7.500582218","-3.686257362","0.149189249"
"7356","18","-23.831329350","3.670781374","21.281017300"
"7358","62","-2.489224195","14.501785280","-4.442769051"
"7360","36","-2.765203238","8.501200676","1.786286116"
"7362","20","-9.115659714","11.154389380","-1.131515741"
"7364","20","-3.288551569","10.523204800","0.842627645"
"7366","82","1.381380200","-12.057597160","-2.248831272"
"7368","82","1.264497042","-11.233531000","-0.651010692"
"7370","74","14.314902310","32.743015290","33.272296910"
"7372","60","20.154296880","10.291172980","28.079084400"
"7374","82","1.049967527","-12.059343340","-3.217981100"
"7376","62","1.551880360","16.891204830","-16.838523860"
"7378","47","20.530872340","30.765321730","-16.941282270"
"7380","16","-3.008428097","-5.500356674","-30.579854970"
"7382","19","-4.087102413","-5.736287117","-31.846956250"
"7384","7","15.936976430","34.057041170","-33.242809300"
"7386","11","-14.475595470","19.892057420","17.842884060"
"7388","78","-7.742468357","-10.396258350","24.888526920"
"7390","12","18.204755780","4.186162472","-21.108026500"
"7392","27","7.830457211","26.041702270","-15.983551030"
"7394","26","18.550300600","3.168701649","-22.139671330"
"7396","23","18.255590440","18.956504820","24.360090260"
"7398","23","26.905494690","21.426864620","30.559553150"
"7400","33","18.172758100","2.575450182","-23.688619610"
"7402","73","17.162359240","3.743494749","-25.483840940"
"7404","26","19.278804780","12.248874660","-33.365669250"
"7406","23","-18.739749910","30.626710890","35.959358220"
"7408","23","-17.963298800","30.414751050","35.473125460"
"7410","53","-29.422761920","-13.651458740","18.565366740"
"7412","78","2.418125868","-19.246107100","24.327461240"
"7414","10","20.079809190","-4.274614334","19.251575470"
"7416","58","-51.679233550","6.312080383","7.128416061"
"7418","1","-21.838882450","26.443332670","-23.707042690"
"7420","15","-33.991321560","10.614348410","-2.860396147"
"7422","83","-7.873907566","3.021480799","14.649703980"
"7424","1","-6.828961849","2.413243055","15.695003510"
"7426","83","-6.756300449","6.895989418","13.842328070"
"7428","61","7.609572887","-18.567312240","-3.251502037"
"7430","28","6.304887295","-17.420963290","1.606291413"
"7432","32","4.288242817","-18.011787410","2.259118319"
"7434","11","6.996146679","-17.176269530","4.309641361"
"7436","16","-13.393010140","-9.364961624","-38.005390170"
"7438","39","6.537868977","-20.403409960","-4.895032883"
"7440","10","8.219029427","-20.301134110","-4.783007622"
"7442","84","6.091298580","-21.749498370","-4.490054131"
"7444","39","5.311156750","-20.163785930","-4.665299892"
"7446","9","9.685715675","-24.625461580","-6.332879066"
"7448","79","5.616958141","-51.979457860","0.211099714"
"7450","81","5.912290096","-53.167709350","1.131696224"
"7452","81","5.014476299","-52.429653170","1.034115434"
"7454","10","6.174987793","-50.556102750","0.872130692"
"7456","77","-14.970596310","-38.257884980","31.309991840"
"7458","10","6.658536911","-22.772581100","0.561104596"
"7460","82","5.320498943","-21.668071750","0.118326627"
"7462","71","8.085573196","-22.567394260","-1.453119159"
"7464","11","7.202318668","-17.607431410","3.663834810"
"7466","32","3.104193926","-23.153533940","25.790805820"
"7468","32","-4.642023563","3.337306499","10.565680500"
"7470","11","-7.250168800","2.476591587","12.382740020"
"7472","83","-8.150573730","3.068910837","13.429626460"
"7474","32","6.211912155","-18.755956650","-0.733341157"
"7476","44","34.175003050","8.240606308","-0.235725731"
"7478","61","31.842025760","7.305264950","0.705595911"
"7480","74","34.293594360","10.368449210","1.722009659"
"7482","73","47.354610440","9.062293053","-12.323819160"
"7484","33","3.332703829","33.813907620","-9.197578430"
"7486","61","39.667949680","-7.816099644","0.128716633"
"7488","28","-8.323358536","-10.944552420","31.261631010"
"7490","21","1.254698396","45.194072720","-8.758600235"
"7492","88","1.107931137","46.215152740","-5.592124462"
"7494","88","0.676244140","45.863712310","-6.757382870"
"7496","3","-9.284767151","15.629421230","-42.262649540"
"7498","70","19.033472060","-20.252384190","10.758129120"
"7500","56","3.252798319","-29.585603710","-25.151016240"
"7502","88","-26.708013530","10.340351100","-37.626747130"
"7504","78","10.086647990","-8.178863525","-15.177210810"
"7506","22","-37.215328220","12.144005780","-5.344963074"
"7508","23","13.349071500","-32.931461330","39.852954860"
"7510","67","23.332225800","-39.343940730","16.672351840"
"7512","85","-31.188493730","-1.645526648","-24.689460750"
"7514","58","-50.885353090","6.728166103","9.983890533"
"7516","44","5.955008507","35.759387970","-2.569416523"
"7518","43","25.586496350","-39.250568390","10.395733830"
"7520","35","36.922340390","-33.302425380","-9.348093033"
"7522","73","43.121616360","8.859890938","-5.313278675"
"7524","74","37.311248780","-14.716068270","-24.911863330"
"7526","74","18.091737750","17.258176800","35.251056670"
"7528","79","35.500457760","-25.741563800","13.182109830"
"7530","6","32.950210570","4.991099358","28.763832090"
"7532","79","30.911672590","1.082063198","28.162094120"
"7534","0","22.110231400","10.776123050","7.793424606"
"7536","14","31.392866130","4.563962936","29.756822590"
"7538","5","23.001533510","10.490936280","7.927093506"
"7540","52","3.145435572","0.976759315","33.143344880"
"7542","75","35.158233640","-26.530637740","14.042567250"
"7544","41","-19.768159870","26.821121220","11.878430370"
"7546","63","5.222095490","1.896334767","8.425004959"
"7548","28","-10.002241130","-9.637838364","32.545425420"
"7550","69","12.733844760","5.514007092","-42.895320890"
"7552","6","7.225732327","7.117574692","3.611644268"
"7554","27","1.372114301","-26.229633330","-15.188339230"
"7556","70","-12.294674870","3.092553616","-12.540528300"
"7558","29","-14.905109410","-1.577042937","-28.011751170"
"7560","79","2.086324453","-1.629044890","8.321845055"
"7562","36","46.126171110","-8.281402588","2.446751595"
"7564","19","19.538145070","-10.477762220","-48.726684570"
"7566","39","-16.513826370","-34.197425840","-20.807598110"
"7568","60","-7.268416405","-39.044826510","-21.789075850"
"7570","5","-15.026196480","-3.605499029","17.715665820"
"7572","14","-15.025963780","-5.335406303","17.149078370"
"7574","68","-44.449932100","-11.510993000","14.451702120"
"7576","5","-15.469625470","-2.606545925","16.956178670"
"7578","37","-19.712501530","-20.422977450","1.629626632"
"7580","18","-18.785511020","-20.113164900","1.903640509"
"7582","13","-29.876943590","-12.262903210","-13.815517430"
"7584","71","-27.559566500","-22.496892930","6.398927689"
"7586","57","-29.351406100","-11.057979580","-14.368538860"
"7588","52","-10.606105800","7.835343361","34.616767880"
"7590","7","-4.415110588","48.493873600","-9.554370880"
"7592","60","13.418587680","4.839151382","31.790704730"
"7594","60","13.599590300","6.836558819","30.703479770"
"7596","15","-25.353603360","10.385790820","-14.325515750"
"7598","86","-46.613441470","19.167589190","-2.374618053"
"7600","60","-4.658216476","19.422872540","28.727344510"
"7602","14","-7.247712135","25.092391970","35.018791200"
"7604","26","42.025367740","14.562957760","-19.973947530"
"7606","1","-1.122595668","-7.247319698","-4.576099396"
"7608","1","-8.728695869","-5.140420437","31.599264140"
"7610","69","-8.285915375","-6.202960491","31.398700710"
"7612","37","-17.303312300","31.832883830","18.313062670"
"7614","84","4.414005756","35.010883330","-6.964894772"
"7616","37","-29.427989960","-13.650089260","31.650381090"
"7618","37","-25.039281850","-14.699785230","13.801473620"
"7620","37","-15.992293360","-23.204824450","-2.161513329"
"7622","72","14.468333240","14.176704410","21.910734180"
"7624","5","-29.158065800","5.277705669","7.585650444"
"7626","83","-8.052609444","-31.951881410","-7.691591263"
"7628","16","-0.335071743","-0.012825130","-48.354515080"
"7630","2","-0.408344477","-0.225204319","-49.184143070"
"7632","46","6.787173748","-32.774555210","-20.965791700"
"7634","41","27.442001340","-22.943010330","3.509401798"
"7636","71","10.702884670","-31.253503800","-7.814355850"
"7638","16","6.896978855","-34.632347110","-21.977994920"
"7640","16","-0.284951568","2.101283312","-47.605533600"
"7642","59","1.450114250","1.101617217","-51.006462100"
"7644","54","-10.258235930","-35.564243320","-38.667304990"
"7646","59","-9.623371124","-35.203361510","-39.127273560"
"7648","73","40.650676730","-1.112512350","-21.973068240"
"7650","73","40.564662930","-0.946780741","-20.527553560"
"7652","38","-15.295658110","28.859077450","-26.496389390"
"7654","38","-22.158475880","27.556045530","-32.605102540"
"7656","38","-15.957656860","27.058391570","-26.946533200"
"7658","25","-26.201082230","-7.587584972","-19.010278700"
"7660","73","-9.903991699","52.943420410","-14.415209770"
"7662","7","-9.338282585","52.594013210","-14.180296900"
"7664","4","16.250804900","-18.163223270","-2.041232347"
"7666","6","7.372498989","6.811553955","0.964177251"
"7668","29","-14.527589800","2.069487572","-11.964216230"
"7670","29","-15.425658230","-26.469884870","-25.336732860"
"7672","29","-15.214091300","1.913871050","-10.757226940"
"7674","50","18.783269880","-11.898544310","-15.115491870"
"7676","29","18.599933620","-11.925187110","-16.278728490"
"7678","89","2.092136383","-2.995067358","-21.096591950"
"7680","46","-24.627752300","11.006271360","-38.897167210"
"7682","23","23.952133180","12.544529910","10.014720920"
"7684","69","-5.095966339","-10.020038600","-6.936418056"
"7686","7","6.941970348","13.801872250","-50.460376740"
"7688","73","25.031911850","13.673361780","10.996793750"
"7690","38","-27.677619930","42.758834840","-1.319728374"
"7692","16","18.953578950","-33.825836180","-6.180863857"
"7694","33","11.354909900","-7.457525253","-17.979473110"
"7696","85","-6.656514645","-8.867719650","37.934921260"
"7698","75","-6.595924377","-2.731613874","30.799488070"
"7700","75","-1.707023382","-49.111038210","20.811241150"
"7702","52","-6.072065353","-8.949075699","35.170551300"
"7704","85","-9.160022736","-8.216265678","37.410503390"
"7706","85","-7.350173473","-4.235350132","37.270977020"
"7708","65","31.648269650","-19.484579090","-22.476982120"
"7710","39","-18.859907150","-13.157371520","-28.144605640"
"7712","4","-8.031187057","-13.667294500","-4.978328705"
"7713","59","-4.388599873","-2.259210110","-49.775470730"
"7715","51","-23.339899060","16.703535080","-5.323768616"
"7717","51","-21.160923000","16.371149060","-3.527324200"
"7719","38","-19.652154920","23.379058840","-26.781362530"
"7721","64","-29.655183790","33.704799650","-8.735197067"
"7723","60","-23.338069920","9.550196648","-5.980455399"
"7725","6","-19.759492870","42.654533390","7.171916008"
"7727","51","-24.311151500","11.223271370","-4.223240376"
"7729","51","-21.859094620","14.908609390","-7.110752583"
"7731","51","-20.719383240","14.229036330","-7.455972672"
"7733","44","7.943594933","40.649791720","0.930440485"
"7735","39","-21.724573140","16.290756230","-8.538180351"
"7737","21","-0.180168599","19.948291780","27.496124270"
"7739","51","-21.096576690","14.173413280","-5.582612991"
"7741","86","31.886224750","13.292243960","10.255929950"
"7743","13","1.436323881","9.051846504","12.523489950"
"7745","1","-2.390092373","-16.132337570","9.347877502"
"7747","11","-10.772652630","-50.744529720","-11.469253540"
"7749","81","-12.912806510","-32.223968510","-0.680184364"
"7751","10","-7.779519081","14.641261100","18.777833940"
"7753","26","52.291698460","16.917306900","5.013194561"
"7755","26","52.171081540","16.467035290","5.637784004"
"7757","13","-5.894921780","26.806505200","6.879677773"
"7759","74","10.525743480","-20.450546260","42.798713680"
"7761","21","19.262941360","6.586194992","-1.175568700"
"7763","56","-7.714978695","-6.026393414","-37.477630620"
"7765","45","-25.758111950","31.818321230","-19.880926130"
"7767","12","-0.623242319","2.630849838","-46.709156040"
"7769","52","13.367093090","-9.541393280","31.039890290"
"7771","63","-49.231510160","10.172918320","13.834385870"
"7773","79","27.776559830","-42.214984890","8.796002388"
"7775","0","26.853818890","21.909914020","-29.552774430"
"7777","28","19.202117920","-10.685863490","4.452988148"
"7779","54","-5.104545593","-28.301277160","7.919759274"
"7781","52","-0.802994967","-10.133614540","28.803251270"
"7783","61","33.073528290","-4.859693050","2.621863842"
"7785","35","28.404314040","-14.993687630","-15.193167690"
